Date,rho,psi,omega,rho_norm,psi_norm,omega_norm,stress,pi
2021-07-01,1385.83984375,0.6008152961730957,0.8941514721546708,0.18301415489327624,0.0457813772582753,0.9846362736500124,0.008249912935571833,2.260250119334749e-05
2021-07-02,752.59765625,0.1953129768371582,0.8954852005395948,0.09938812529776074,0.014882605574413689,0.9861049703841667,0.0014586013752324728,2.6598669344669333e-05
2021-07-03,234.2109375,0.08291435241699219,0.9006622552714325,0.030929920933242355,0.006317970385085363,0.9918059237890245,0.00019381308460183965,2.712966409700314e-05
2021-07-04,579.99609375,0.1641988754272461,0.9013299869167091,0.0765943448788634,0.012511749799315318,0.992541227391913,0.0009511813189898302,2.9735640313413632e-05
2021-07-05,1294.83203125,0.06460285186767578,0.9019852569263893,0.17099565364402375,0.004922656850038734,0.9932628082880572,0.0008360818749028213,3.202627558711999e-05
2021-07-06,663.078125,0.4923362731933594,0.9005530531094696,0.08756616662623876,0.03751541081687894,0.9916856707746549,0.00325776747204925,4.09516659215015e-05
2021-07-07,41.71875,0.5598578453063965,0.9012989619428391,0.005509382493862843,0.04266047051437407,0.9925070628061433,0.0002332717630525585,4.159076664219345e-05
2021-07-08,1791.17578125,0.3862137794494629,0.9020776599977345,0.23654286124703763,0.029429008968217346,0.9933645622063547,0.006915031229557593,6.053605768207726e-05
2021-07-09,1489.76953125,1.3898735046386719,0.9015654355061891,0.19673912030823082,0.10590662997836243,0.9928005025024522,0.02068596865092136,0.0001172099443969303
2021-07-10,225.484375,0.19867992401123047,0.9012067994375823,0.029777490175630972,0.015139162755575197,0.9924055737983273,0.00044738265527097086,0.00011843565030178227
2021-07-11,4.9921875,0.5271453857421875,0.9013130755709196,0.0006592688040408908,0.04016782183865916,0.9925226046808633,2.6283380028928562e-05,0.00011850765956213551
2021-07-12,699.48046875,0.5305962562561035,0.9045066521609628,0.09237346395398294,0.04043077387379099,0.9960393593372736,0.0037199387070526307,0.00012869927245817012
2021-07-13,175.345703125,0.7882471084594727,0.9059983882898297,0.023156171917206203,0.060063447909839904,0.9976820536110493,0.0013876156342841125,0.00013250095912744166
2021-07-14,975.6640625,0.18445205688476562,0.9080508615700884,0.12884629826705266,0.014055017001220702,0.9999422295492159,0.001810832294045991,0.00013746214349469096
2021-07-15,1739.7890625,0.30644989013671875,0.907659073256996,0.22975672578760264,0.023351099947801872,0.9995107937168357,0.0053624476404831025,0.00015215378086587755
2021-07-16,2818.6484375,0.033564090728759766,0.9084938385410191,0.3722310078302048,0.0025575419097546275,1.0004300341411143,0.0009524057935913032,0.0001547631118072236
2021-07-17,1622.779296875,0.10019397735595703,0.9082451635639204,0.21430440388569116,0.00763465628381511,1.00015619418175,0.0016363960193961108,0.0001592463885726924
2021-07-18,905.21484375,0.017508983612060547,0.9091303236071122,0.11954276706135823,0.0013341627439554498,1.0011309291272867,0.0001596698774505795,0.00015968384029173507
2021-07-19,2004.515625,0.5423059463500977,0.8906899360416562,0.26471654335399636,0.041323037674638345,0.980824442964088,0.010729132352527017,0.00018907872344934334
2021-07-20,1973.3828125,0.08297967910766602,0.8915200135112065,0.260605140874962,0.006322948197550896,0.9817385211845144,0.0016177016723529993,0.00019351078282565292
